type,n,m,t,otps,cmps,iters
min,68,115,38,2,2,4
rnd,68,115,38,2,2,4
max,68,115,20,4,2,9
min,68,115,20,4,2,7
rnd,68,115,20,4,2,7
max,68,115,33,5,3,10
min,68,115,33,5,3,25
rnd,68,115,33,5,3,21
max,68,115,19,2,2,3
min,68,115,19,2,2,3
rnd,68,115,19,2,2,3
max,68,115,31,14,3,34
min,68,115,31,14,3,196
rnd,68,115,31,14,3,286
max,68,115,32,6,2,14
min,68,115,32,6,2,36
rnd,68,115,32,6,2,22
max,68,115,36,7,2,8
min,68,115,36,7,2,12
rnd,68,115,36,7,2,10
max,68,115,35,29,4,33
rnd,68,115,35,29,4,176
max,68,115,20,8,4,9
min,68,115,20,8,4,9
rnd,68,115,20,8,4,9
max,68,115,40,10,2,25
min,68,115,40,10,2,38
rnd,68,115,40,10,2,25
max,68,115,39,13,4,61
min,68,115,39,13,4,212
rnd,68,115,39,13,4,69
max,68,115,37,52,6,125
rnd,68,115,37,52,6,303
max,68,115,31,4,2,5
min,68,115,31,4,2,5
rnd,68,115,31,4,2,5
max,68,115,33,11,3,12
min,68,115,33,11,3,29
rnd,68,115,33,11,3,18
max,68,115,34,7,3,8
min,68,115,34,7,3,8
rnd,68,115,34,7,3,8
max,68,115,21,3,2,4
min,68,115,21,3,2,6
rnd,68,115,21,3,2,4
max,68,115,22,4,2,5
min,68,115,22,4,2,8
rnd,68,115,22,4,2,5
max,68,115,17,5,2,11
min,68,115,17,5,2,18
rnd,68,115,17,5,2,11
max,68,115,17,2,2,3
min,68,115,17,2,2,3
rnd,68,115,17,2,2,3
max,68,115,38,15,3,29
min,68,115,38,15,3,765
rnd,68,115,38,15,3,252
max,68,115,39,36,5,413
max,68,115,31,10,2,14
min,68,115,31,10,2,59
rnd,68,115,31,10,2,37
max,68,115,24,6,2,12
min,68,115,24,6,2,40
rnd,68,115,24,6,2,20
max,68,115,35,12,3,32
min,68,115,35,12,3,92
rnd,68,115,35,12,3,79
max,68,115,22,5,2,6
min,68,115,22,5,2,8
rnd,68,115,22,5,2,7
max,68,115,38,11,2,13
min,68,115,38,11,2,101
rnd,68,115,38,11,2,29
max,68,115,28,6,2,12
min,68,115,28,6,2,20
rnd,68,115,28,6,2,16
max,68,115,21,3,2,6
min,68,115,21,3,2,8
rnd,68,115,21,3,2,7
max,68,115,34,10,3,31
min,68,115,34,10,3,83
rnd,68,115,34,10,3,55
max,68,115,26,8,2,9
min,68,115,26,8,2,20
rnd,68,115,26,8,2,10
max,68,115,34,4,2,5
min,68,115,34,4,2,12
rnd,68,115,34,4,2,5
max,68,115,15,3,2,4
min,68,115,15,3,2,7
rnd,68,115,15,3,2,5
max,68,115,35,5,2,13
min,68,115,35,5,2,23
rnd,68,115,35,5,2,12
max,68,115,29,23,3,88
min,68,115,29,23,3,1031
rnd,68,115,29,23,3,660
max,68,115,30,3,2,6
min,68,115,30,3,2,7
rnd,68,115,30,3,2,6
max,68,115,31,10,3,13
min,68,115,31,10,3,55
rnd,68,115,31,10,3,24
max,68,115,26,3,2,4
min,68,115,26,3,2,6
rnd,68,115,26,3,2,4
max,68,115,22,8,3,35
min,68,115,22,8,3,24
rnd,68,115,22,8,3,26
max,68,115,33,10,2,22
min,68,115,33,10,2,36
rnd,68,115,33,10,2,18
max,68,115,26,6,2,12
min,68,115,26,6,2,59
rnd,68,115,26,6,2,13
max,68,115,38,21,3,121
min,68,115,38,21,3,1325
rnd,68,115,38,21,3,571
max,68,115,31,8,2,15
min,68,115,31,8,2,28
rnd,68,115,31,8,2,20
max,68,115,28,2,2,3
min,68,115,28,2,2,4
rnd,68,115,28,2,2,4
max,68,115,39,15,4,76
rnd,68,115,39,15,4,464
max,68,115,37,8,2,9
min,68,115,37,8,2,10
rnd,68,115,37,8,2,9
max,68,115,40,17,4,50
min,68,115,40,17,4,1096
rnd,68,115,40,17,4,117
max,68,115,22,7,3,11
min,68,115,22,7,3,35
rnd,68,115,22,7,3,17
max,68,115,25,12,4,22
min,68,115,25,12,4,716
rnd,68,115,25,12,4,66
max,68,115,21,2,2,3
min,68,115,21,2,2,4
rnd,68,115,21,2,2,3
max,68,115,19,17,4,37
min,68,115,19,17,4,485
rnd,68,115,19,17,4,46
max,68,115,36,17,3,30
min,68,115,36,17,3,125
rnd,68,115,36,17,3,55
max,68,115,36,14,4,93
min,68,115,36,14,4,433
rnd,68,115,36,14,4,471
max,68,115,33,10,3,13
min,68,115,33,10,3,44
rnd,68,115,33,10,3,24
max,68,115,31,7,3,8
min,68,115,31,7,3,15
rnd,68,115,31,7,3,18
max,68,115,38,11,2,17
min,68,115,38,11,2,108
rnd,68,115,38,11,2,28
max,68,115,31,6,2,7
min,68,115,31,6,2,18
rnd,68,115,31,6,2,11
max,68,115,39,13,2,20
min,68,115,39,13,2,144
rnd,68,115,39,13,2,39
max,68,115,31,9,2,10
min,68,115,31,9,2,11
rnd,68,115,31,9,2,11
max,68,115,25,9,4,20
min,68,115,25,9,4,61
rnd,68,115,25,9,4,36
max,68,115,23,6,2,14
min,68,115,23,6,2,52
rnd,68,115,23,6,2,15
max,68,115,39,16,4,44
min,68,115,39,16,4,143
rnd,68,115,39,16,4,46
max,68,115,22,3,2,4
min,68,115,22,3,2,8
rnd,68,115,22,3,2,5
max,68,115,32,3,2,6
min,68,115,32,3,2,8
rnd,68,115,32,3,2,6
max,68,115,30,6,2,7
min,68,115,30,6,2,32
rnd,68,115,30,6,2,8
max,68,115,34,13,3,18
min,68,115,34,13,3,236
rnd,68,115,34,13,3,75
max,68,115,24,7,2,13
min,68,115,24,7,2,49
rnd,68,115,24,7,2,33
max,68,115,14,3,2,4
min,68,115,14,3,2,4
rnd,68,115,14,3,2,4
max,68,115,37,8,3,9
min,68,115,37,8,3,18
rnd,68,115,37,8,3,13
max,68,115,39,10,2,13
min,68,115,39,10,2,48
rnd,68,115,39,10,2,27
max,68,115,19,5,2,6
min,68,115,19,5,2,21
rnd,68,115,19,5,2,13
max,68,115,37,7,2,12
min,68,115,37,7,2,85
rnd,68,115,37,7,2,60
max,68,115,36,15,3,40
min,68,115,36,15,3,690
rnd,68,115,36,15,3,195
max,68,115,29,6,2,9
min,68,115,29,6,2,40
rnd,68,115,29,6,2,22
max,68,115,30,3,2,4
min,68,115,30,3,2,4
rnd,68,115,30,3,2,4
max,68,115,36,14,3,17
min,68,115,36,14,3,115
rnd,68,115,36,14,3,26
max,68,115,29,54,4,77
rnd,68,115,29,54,4,169
max,68,115,34,12,2,56
min,68,115,34,12,2,639
rnd,68,115,34,12,2,301
max,68,115,18,6,2,8
min,68,115,18,6,2,22
rnd,68,115,18,6,2,10
max,68,115,34,13,3,76
min,68,115,34,13,3,96
rnd,68,115,34,13,3,82
max,68,115,33,17,3,52
min,68,115,33,17,3,392
rnd,68,115,33,17,3,645
max,68,115,36,8,2,9
min,68,115,36,8,2,23
rnd,68,115,36,8,2,15
max,68,115,28,8,2,12
min,68,115,28,8,2,26
rnd,68,115,28,8,2,13
max,68,115,30,5,2,8
min,68,115,30,5,2,9
rnd,68,115,30,5,2,7
max,68,115,38,10,3,11
min,68,115,38,10,3,32
rnd,68,115,38,10,3,38
max,68,115,37,8,2,11
min,68,115,37,8,2,25
rnd,68,115,37,8,2,12
max,68,115,33,4,2,5
min,68,115,33,4,2,5
rnd,68,115,33,4,2,5
max,68,115,30,3,2,6
min,68,115,30,3,2,8
rnd,68,115,30,3,2,8
max,68,115,35,7,2,8
min,68,115,35,7,2,17
rnd,68,115,35,7,2,13
max,68,115,39,3,2,4
min,68,115,39,3,2,7
rnd,68,115,39,3,2,5
max,68,115,36,5,2,13
min,68,115,36,5,2,15
rnd,68,115,36,5,2,15
max,68,115,16,2,2,3
min,68,115,16,2,2,3
rnd,68,115,16,2,2,3
max,68,115,27,3,2,4
min,68,115,27,3,2,4
rnd,68,115,27,3,2,4
max,68,115,36,7,2,8
min,68,115,36,7,2,9
rnd,68,115,36,7,2,9
max,68,115,22,7,2,11
min,68,115,22,7,2,64
rnd,68,115,22,7,2,14
max,68,115,16,2,2,3
min,68,115,16,2,2,4
rnd,68,115,16,2,2,4
max,68,115,33,27,4,258
rnd,68,115,33,27,4,308
max,68,115,35,9,2,22
min,68,115,35,9,2,62
rnd,68,115,35,9,2,55
max,68,115,33,3,2,5
min,68,115,33,3,2,7
rnd,68,115,33,3,2,6
max,68,115,37,12,4,34
min,68,115,37,12,4,94
rnd,68,115,37,12,4,40
max,68,115,17,18,2,25
min,68,115,17,18,2,93
rnd,68,115,17,18,2,63
max,68,115,39,15,4,52
rnd,68,115,39,15,4,144
max,68,115,24,13,3,15
min,68,115,24,13,3,56
rnd,68,115,24,13,3,21
max,68,115,39,27,5,72
min,68,115,39,27,5,897
rnd,68,115,39,27,5,84
max,68,115,32,12,3,36
min,68,115,32,12,3,46
rnd,68,115,32,12,3,39
max,68,115,39,31,4,131
rnd,68,115,39,31,4,124
max,68,115,23,2,2,3
min,68,115,23,2,2,3
rnd,68,115,23,2,2,3
max,68,115,38,42,4,418
max,68,115,37,9,3,10
min,68,115,37,9,3,28
rnd,68,115,37,9,3,23
max,68,115,36,14,3,53
min,68,115,36,14,3,457
rnd,68,115,36,14,3,56
max,68,115,33,25,3,28
min,68,115,33,25,3,88
rnd,68,115,33,25,3,67
max,68,115,35,25,4,129
max,68,115,35,9,3,23
min,68,115,35,9,3,34
rnd,68,115,35,9,3,35
max,68,115,35,21,3,32
min,68,115,35,21,3,43
rnd,68,115,35,21,3,41
max,68,115,9,2,2,3
min,68,115,9,2,2,4
rnd,68,115,9,2,2,3
max,68,115,38,7,3,10
min,68,115,38,7,3,62
rnd,68,115,38,7,3,36
max,68,115,33,5,3,6
min,68,115,33,5,3,6
rnd,68,115,33,5,3,6
max,68,115,30,3,2,4
min,68,115,30,3,2,8
rnd,68,115,30,3,2,8
max,68,115,26,3,2,6
min,68,115,26,3,2,7
rnd,68,115,26,3,2,6
max,68,115,33,5,2,6
min,68,115,33,5,2,9
rnd,68,115,33,5,2,8
max,68,115,28,9,2,12
min,68,115,28,9,2,31
rnd,68,115,28,9,2,24
max,68,115,36,13,3,30
min,68,115,36,13,3,134
rnd,68,115,36,13,3,50
max,68,115,15,2,2,4
min,68,115,15,2,2,4
rnd,68,115,15,2,2,4
max,68,115,8,2,2,3
min,68,115,8,2,2,3
rnd,68,115,8,2,2,3
max,68,115,31,12,3,24
min,68,115,31,12,3,36
rnd,68,115,31,12,3,27
max,68,115,32,7,2,9
min,68,115,32,7,2,10
rnd,68,115,32,7,2,11
max,68,115,38,8,3,20
min,68,115,38,8,3,44
rnd,68,115,38,8,3,27
max,68,115,25,4,2,10
min,68,115,25,4,2,16
rnd,68,115,25,4,2,10
max,68,115,29,15,3,16
min,68,115,29,15,3,32
rnd,68,115,29,15,3,25
max,68,115,31,9,2,18
min,68,115,31,9,2,93
rnd,68,115,31,9,2,25
max,68,115,27,2,2,3
min,68,115,27,2,2,4
rnd,68,115,27,2,2,3
max,68,115,30,8,3,12
min,68,115,30,8,3,19
rnd,68,115,30,8,3,11
max,68,115,39,10,3,19
min,68,115,39,10,3,79
rnd,68,115,39,10,3,26
max,68,115,35,3,2,4
min,68,115,35,3,2,7
rnd,68,115,35,3,2,4
max,68,115,31,9,3,31
min,68,115,31,9,3,88
rnd,68,115,31,9,3,29
max,68,115,32,4,2,6
min,68,115,32,4,2,9
rnd,68,115,32,4,2,6
max,68,115,40,10,2,21
min,68,115,40,10,2,44
rnd,68,115,40,10,2,48
max,68,115,30,5,2,6
min,68,115,30,5,2,14
rnd,68,115,30,5,2,7
max,68,115,34,24,3,58
rnd,68,115,34,24,3,228
max,68,115,36,14,3,16
min,68,115,36,14,3,76
rnd,68,115,36,14,3,19
max,68,115,24,3,2,4
min,68,115,24,3,2,7
rnd,68,115,24,3,2,5
max,68,115,35,20,2,51
min,68,115,35,20,2,271
rnd,68,115,35,20,2,88
max,68,115,29,13,2,20
min,68,115,29,13,2,184
rnd,68,115,29,13,2,24
max,68,115,35,10,2,12
min,68,115,35,10,2,97
rnd,68,115,35,10,2,49
max,68,115,39,10,3,31
min,68,115,39,10,3,63
rnd,68,115,39,10,3,87
max,68,115,35,9,2,13
min,68,115,35,9,2,70
rnd,68,115,35,9,2,60
max,68,115,40,14,4,76
min,68,115,40,14,4,499
rnd,68,115,40,14,4,324
max,68,115,40,8,2,9
min,68,115,40,8,2,9
rnd,68,115,40,8,2,9
max,68,115,35,6,3,12
min,68,115,35,6,3,29
rnd,68,115,35,6,3,29
max,68,115,26,9,3,17
min,68,115,26,9,3,163
rnd,68,115,26,9,3,66
max,68,115,26,4,2,5
min,68,115,26,4,2,7
rnd,68,115,26,4,2,5
max,68,115,29,3,2,5
min,68,115,29,3,2,7
rnd,68,115,29,3,2,7
max,68,115,30,5,2,9
min,68,115,30,5,2,30
rnd,68,115,30,5,2,12
max,68,115,32,13,3,43
min,68,115,32,13,3,729
rnd,68,115,32,13,3,109
max,68,115,22,6,2,10
min,68,115,22,6,2,24
rnd,68,115,22,6,2,16
max,68,115,29,9,4,10
min,68,115,29,9,4,19
rnd,68,115,29,9,4,16
max,68,115,36,13,3,21
min,68,115,36,13,3,177
rnd,68,115,36,13,3,94
max,68,115,32,3,2,4
min,68,115,32,3,2,6
rnd,68,115,32,3,2,4
max,68,115,37,23,4,56
min,68,115,37,23,4,724
rnd,68,115,37,23,4,389
max,68,115,11,3,2,7
min,68,115,11,3,2,5
rnd,68,115,11,3,2,5
max,68,115,40,22,5,412
rnd,68,115,40,22,5,1908
max,68,115,33,4,3,5
min,68,115,33,4,3,5
rnd,68,115,33,4,3,5
max,68,115,32,10,2,25
min,68,115,32,10,2,33
rnd,68,115,32,10,2,28
max,68,115,34,5,3,6
min,68,115,34,5,3,6
rnd,68,115,34,5,3,6
max,68,115,26,2,2,3
min,68,115,26,2,2,3
rnd,68,115,26,2,2,3
max,68,115,35,3,2,4
min,68,115,35,3,2,7
rnd,68,115,35,3,2,7
max,68,115,29,13,4,26
min,68,115,29,13,4,157
rnd,68,115,29,13,4,47
max,68,115,29,3,2,4
min,68,115,29,3,2,4
rnd,68,115,29,3,2,4
max,68,115,26,6,2,7
min,68,115,26,6,2,7
rnd,68,115,26,6,2,7
max,68,115,13,4,2,5
min,68,115,13,4,2,7
rnd,68,115,13,4,2,5
max,68,115,19,3,2,4
min,68,115,19,3,2,6
rnd,68,115,19,3,2,5
max,68,115,32,13,3,50
min,68,115,32,13,3,560
rnd,68,115,32,13,3,194
max,68,115,28,3,2,4
min,68,115,28,3,2,6
rnd,68,115,28,3,2,4
max,68,115,33,10,3,22
min,68,115,33,10,3,104
rnd,68,115,33,10,3,46
max,68,115,30,16,2,21
min,68,115,30,16,2,93
rnd,68,115,30,16,2,50
max,68,115,32,4,2,8
min,68,115,32,4,2,7
rnd,68,115,32,4,2,6
max,68,115,17,4,2,5
min,68,115,17,4,2,8
rnd,68,115,17,4,2,7
max,68,115,27,5,2,6
min,68,115,27,5,2,14
rnd,68,115,27,5,2,10
max,68,115,36,13,3,41
min,68,115,36,13,3,103
rnd,68,115,36,13,3,84
max,68,115,37,26,3,120
rnd,68,115,37,26,3,421
max,68,115,32,14,3,33
min,68,115,32,14,3,451
rnd,68,115,32,14,3,279
max,68,115,39,34,5,348
max,68,115,30,8,2,11
min,68,115,30,8,2,28
rnd,68,115,30,8,2,16
max,68,115,40,17,4,18
min,68,115,40,17,4,22
rnd,68,115,40,17,4,18
max,68,115,24,4,2,8
min,68,115,24,4,2,9
rnd,68,115,24,4,2,9
max,68,115,26,14,2,23
min,68,115,26,14,2,48
rnd,68,115,26,14,2,62
max,68,115,32,22,4,54
rnd,68,115,32,22,4,294
max,68,115,38,12,3,37
min,68,115,38,12,3,272
rnd,68,115,38,12,3,107
max,68,115,20,4,2,8
min,68,115,20,4,2,11
rnd,68,115,20,4,2,8
max,68,115,22,9,2,16
min,68,115,22,9,2,51
rnd,68,115,22,9,2,62
max,68,115,34,10,3,16
min,68,115,34,10,3,49
rnd,68,115,34,10,3,24
max,68,115,28,2,2,3
min,68,115,28,2,2,4
rnd,68,115,28,2,2,4
max,68,115,22,5,2,6
min,68,115,22,5,2,6
rnd,68,115,22,5,2,6
max,68,115,27,8,2,9
min,68,115,27,8,2,36
rnd,68,115,27,8,2,13
max,68,115,37,11,3,12
min,68,115,37,11,3,20
rnd,68,115,37,11,3,18
max,68,115,29,14,2,19
min,68,115,29,14,2,285
rnd,68,115,29,14,2,48
max,68,115,26,4,2,7
min,68,115,26,4,2,16
rnd,68,115,26,4,2,15
max,68,115,11,3,2,6
min,68,115,11,3,2,8
rnd,68,115,11,3,2,7
max,68,115,29,7,2,10
min,68,115,29,7,2,17
rnd,68,115,29,7,2,12
max,68,115,15,4,2,5
min,68,115,15,4,2,6
rnd,68,115,15,4,2,5
max,68,115,23,4,3,5
min,68,115,23,4,3,5
rnd,68,115,23,4,3,5
max,68,115,28,4,2,9
min,68,115,28,4,2,10
rnd,68,115,28,4,2,10
max,68,115,32,3,2,4
min,68,115,32,3,2,7
rnd,68,115,32,3,2,7
max,68,115,21,3,2,4
min,68,115,21,3,2,4
rnd,68,115,21,3,2,4
max,68,115,38,12,4,13
min,68,115,38,12,4,15
rnd,68,115,38,12,4,13
max,68,115,15,4,2,5
min,68,115,15,4,2,10
rnd,68,115,15,4,2,9
max,68,115,35,6,2,11
min,68,115,35,6,2,22
rnd,68,115,35,6,2,12
max,68,115,39,7,2,14
min,68,115,39,7,2,38
rnd,68,115,39,7,2,29
max,68,115,33,14,4,97
min,68,115,33,14,4,1304
rnd,68,115,33,14,4,439
max,68,115,36,17,5,272
min,68,115,36,17,5,289
rnd,68,115,36,17,5,779
max,68,115,38,20,5,196
max,68,115,35,7,2,8
min,68,115,35,7,2,77
rnd,68,115,35,7,2,11
max,68,115,33,4,2,7
min,68,115,33,4,2,11
rnd,68,115,33,4,2,7
max,68,115,37,3,2,4
min,68,115,37,3,2,4
rnd,68,115,37,3,2,4
max,68,115,30,11,3,18
min,68,115,30,11,3,149
rnd,68,115,30,11,3,28
max,68,115,31,5,2,6
min,68,115,31,5,2,13
rnd,68,115,31,5,2,11
max,68,115,39,15,3,58
min,68,115,39,15,3,120
rnd,68,115,39,15,3,50
max,68,115,6,2,2,3
min,68,115,6,2,2,4
rnd,68,115,6,2,2,3
max,68,115,40,37,5,92
rnd,68,115,40,37,5,795
max,68,115,25,2,2,3
min,68,115,25,2,2,3
rnd,68,115,25,2,2,3
max,68,115,24,3,2,4
min,68,115,24,3,2,7
rnd,68,115,24,3,2,4
max,68,115,19,3,2,4
min,68,115,19,3,2,6
rnd,68,115,19,3,2,4
max,68,115,28,4,2,5
min,68,115,28,4,2,5
rnd,68,115,28,4,2,5
max,68,115,36,65,5,177
max,68,115,40,27,4,49
min,68,115,40,27,4,105
rnd,68,115,40,27,4,152
max,68,115,16,2,2,4
min,68,115,16,2,2,4
rnd,68,115,16,2,2,4
max,68,115,34,7,2,10
min,68,115,34,7,2,15
rnd,68,115,34,7,2,14
max,68,115,16,6,2,14
min,68,115,16,6,2,16
rnd,68,115,16,6,2,21
max,68,115,18,7,2,16
min,68,115,18,7,2,14
rnd,68,115,18,7,2,14
max,68,115,35,4,2,5
min,68,115,35,4,2,5
rnd,68,115,35,4,2,5
max,68,115,21,6,2,15
min,68,115,21,6,2,18
rnd,68,115,21,6,2,20
max,68,115,25,2,2,3
min,68,115,25,2,2,3
rnd,68,115,25,2,2,3
max,68,115,13,7,3,8
min,68,115,13,7,3,8
rnd,68,115,13,7,3,13
max,68,115,26,12,2,17
min,68,115,26,12,2,32
rnd,68,115,26,12,2,63
max,68,115,34,8,3,16
min,68,115,34,8,3,67
rnd,68,115,34,8,3,22
max,68,115,29,7,2,8
min,68,115,29,7,2,18
rnd,68,115,29,7,2,10
max,68,115,40,21,2,46
min,68,115,40,21,2,96
rnd,68,115,40,21,2,82
max,68,115,35,18,4,46
min,68,115,35,18,4,200
rnd,68,115,35,18,4,55
max,68,115,38,7,2,15
min,68,115,38,7,2,26
rnd,68,115,38,7,2,16
max,68,115,32,5,2,9
min,68,115,32,5,2,20
rnd,68,115,32,5,2,9
max,68,115,21,3,2,7
min,68,115,21,3,2,8
rnd,68,115,21,3,2,8
max,68,115,37,10,2,27
min,68,115,37,10,2,70
rnd,68,115,37,10,2,33
max,68,115,17,3,2,4
min,68,115,17,3,2,4
rnd,68,115,17,3,2,4
max,68,115,31,4,2,10
min,68,115,31,4,2,16
rnd,68,115,31,4,2,11
max,68,115,40,16,4,31
min,68,115,40,16,4,266
rnd,68,115,40,16,4,74
max,68,115,36,20,4,233
max,68,115,21,11,2,14
min,68,115,21,11,2,185
rnd,68,115,21,11,2,18
max,68,115,33,3,2,7
min,68,115,33,3,2,7
rnd,68,115,33,3,2,7
max,68,115,25,4,2,7
min,68,115,25,4,2,13
rnd,68,115,25,4,2,9
max,68,115,37,20,3,56
max,68,115,23,6,3,22
min,68,115,23,6,3,62
rnd,68,115,23,6,3,52
max,68,115,35,8,2,9
min,68,115,35,8,2,36
rnd,68,115,35,8,2,29
max,68,115,33,6,2,16
min,68,115,33,6,2,15
rnd,68,115,33,6,2,16
max,68,115,23,4,2,5
min,68,115,23,4,2,5
rnd,68,115,23,4,2,5
max,68,115,32,12,2,28
min,68,115,32,12,2,44
rnd,68,115,32,12,2,44
max,68,115,34,16,3,26
min,68,115,34,16,3,244
rnd,68,115,34,16,3,63
max,68,115,37,11,2,12
min,68,115,37,11,2,20
rnd,68,115,37,11,2,17
max,68,115,36,6,2,7
min,68,115,36,6,2,8
rnd,68,115,36,6,2,11
max,68,115,16,2,2,3
min,68,115,16,2,2,4
rnd,68,115,16,2,2,3
max,68,115,10,2,2,3
min,68,115,10,2,2,3
rnd,68,115,10,2,2,3
max,68,115,34,4,2,5
min,68,115,34,4,2,6
rnd,68,115,34,4,2,7
max,68,115,32,15,3,65
min,68,115,32,15,3,334
rnd,68,115,32,15,3,278
max,68,115,30,5,2,6
min,68,115,30,5,2,9
rnd,68,115,30,5,2,7
max,68,115,38,17,3,33
min,68,115,38,17,3,88
rnd,68,115,38,17,3,159
max,68,115,40,12,3,29
min,68,115,40,12,3,69
rnd,68,115,40,12,3,32
max,68,115,29,10,3,14
min,68,115,29,10,3,29
rnd,68,115,29,10,3,24
max,68,115,29,7,2,10
min,68,115,29,7,2,14
rnd,68,115,29,7,2,15
max,68,115,30,3,2,5
min,68,115,30,3,2,8
rnd,68,115,30,3,2,8
max,68,115,12,4,2,5
min,68,115,12,4,2,10
rnd,68,115,12,4,2,10
max,68,115,24,9,2,12
min,68,115,24,9,2,28
rnd,68,115,24,9,2,13
max,68,115,18,8,3,9
min,68,115,18,8,3,12
rnd,68,115,18,8,3,9
max,68,115,19,4,2,10
min,68,115,19,4,2,9
rnd,68,115,19,4,2,9
max,68,115,26,7,2,15
min,68,115,26,7,2,42
rnd,68,115,26,7,2,40
max,68,115,38,14,3,15
min,68,115,38,14,3,141
rnd,68,115,38,14,3,36
max,68,115,31,2,2,3
min,68,115,31,2,2,4
rnd,68,115,31,2,2,3
max,68,115,31,14,2,24
min,68,115,31,14,2,60
rnd,68,115,31,14,2,35
max,68,115,37,8,3,9
min,68,115,37,8,3,18
rnd,68,115,37,8,3,13
max,68,115,38,15,4,341
rnd,68,115,38,15,4,743
max,68,115,29,12,3,13
min,68,115,29,12,3,87
rnd,68,115,29,12,3,40
max,68,115,27,19,3,27
min,68,115,27,19,3,645
rnd,68,115,27,19,3,59
max,68,115,34,4,2,7
min,68,115,34,4,2,11
rnd,68,115,34,4,2,11
max,68,115,38,11,3,18
min,68,115,38,11,3,53
rnd,68,115,38,11,3,25
max,68,115,34,9,3,16
min,68,115,34,9,3,28
rnd,68,115,34,9,3,16
max,68,115,17,7,3,11
min,68,115,17,7,3,40
rnd,68,115,17,7,3,31
max,68,115,38,16,4,43
min,68,115,38,16,4,1517
rnd,68,115,38,16,4,66
max,68,115,31,8,2,16
min,68,115,31,8,2,35
rnd,68,115,31,8,2,25
max,68,115,31,3,2,4
min,68,115,31,3,2,4
rnd,68,115,31,3,2,4
max,68,115,26,21,3,60
min,68,115,26,21,3,336
rnd,68,115,26,21,3,138
max,68,115,27,10,3,29
min,68,115,27,10,3,130
rnd,68,115,27,10,3,88
max,68,115,40,5,2,7
min,68,115,40,5,2,16
rnd,68,115,40,5,2,10
max,68,115,37,5,2,10
min,68,115,37,5,2,14
rnd,68,115,37,5,2,14
max,68,115,22,12,3,77
min,68,115,22,12,3,210
rnd,68,115,22,12,3,212
max,68,115,40,35,5,806
max,68,115,32,13,3,33
min,68,115,32,13,3,305
rnd,68,115,32,13,3,90
max,68,115,32,11,4,43
min,68,115,32,11,4,320
rnd,68,115,32,11,4,89
max,68,115,35,12,2,27
min,68,115,35,12,2,59
rnd,68,115,35,12,2,124
